GYEAR,PCODE,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,NAME,AGE_VA,OBP,OPS,BARREL,BARREL%
2019,60558,123,392,352,0.25,88,6,124,0.352,2,31,78,0,4,8,오태곤,27,0.316195373,0.668195373,8.0,0.02273
2019,60566,102,256,234,0.278,65,0,72,0.308,3,9,22,0,2,10,이상호,30,0.306451613,0.614451613,,
2019,60605,10,20,19,0.211,4,0,4,0.211,0,1,5,0,0,1,홍재호,32,0.25,0.461,0.0,0.0
2019,60648,9,20,16,0.188,3,0,4,0.25,0,2,6,0,1,1,이인행,28,0.315789474,0.565789474,,
2019,61102,132,468,418,0.27,113,16,183,0.438,6,30,82,2,13,21,유강남,26,0.334047109,0.772047109,17.0,0.04067
2019,61104,20,31,27,0.185,5,0,6,0.222,0,2,4,0,2,2,정병곤,31,0.290322581,0.512322581,,
2019,61186,138,613,546,0.308,168,2,204,0.374,1,57,82,1,5,13,이천웅,30,0.377668309,0.751668309,4.0,0.00733
2019,61197,96,275,251,0.251,63,5,95,0.378,0,14,47,2,2,4,최영진,31,0.29588015,0.67388015,5.0,0.01992
2019,61204,42,85,78,0.282,22,0,26,0.333,0,6,15,0,0,1,김동한,31,0.333333333,0.666333333,,
2019,61208,66,110,96,0.208,20,1,23,0.24,0,11,24,0,0,2,정진호,30,0.289719626,0.529719626,0.0,0.0
2019,61353,137,513,492,0.323,159,3,207,0.421,2,18,89,1,1,5,고종욱,30,0.346978558,0.767978558,6.0,0.0122
2019,61404,114,467,411,0.297,122,5,159,0.387,6,37,41,1,8,18,김헌곤,30,0.361471861,0.748471861,3.0,0.0073
2019,61554,72,140,125,0.256,32,2,44,0.352,1,9,41,0,3,4,김민하,30,0.31884058,0.67084058,1.0,0.008
2019,61566,71,162,149,0.255,38,1,45,0.302,0,12,28,0,1,1,허일,26,0.314814815,0.616814815,0.0,0.0
2019,61700,52,135,113,0.239,27,0,31,0.274,1,15,32,0,3,3,강경학,26,0.340909091,0.614909091,0.0,0.0
2019,61869,13,17,16,0.188,3,0,3,0.188,0,1,2,0,0,0,정진기,26,0.235294118,0.423294118,0.0,0.0
2019,62025,94,285,256,0.258,66,8,101,0.395,3,20,47,0,1,5,이원재,30,0.310714286,0.705714286,7.0,0.02734
2019,62164,13,24,21,0.238,5,0,6,0.286,0,3,8,0,0,1,서상우,29,0.333333333,0.619333333,0.0,0.0
2019,62234,118,316,276,0.25,69,0,79,0.286,3,24,40,0,7,6,류지혁,25,0.322580645,0.608580645,1.0,0.00362
2019,62244,137,505,441,0.279,123,4,172,0.39,6,41,68,1,7,5,박세혁,29,0.345454545,0.735454545,5.0,0.01134
2019,62265,61,202,175,0.291,51,5,81,0.463,0,24,35,0,3,6,유민상,30,0.386138614,0.849138614,4.0,0.02286
2019,62353,60,88,71,0.197,14,0,18,0.254,0,11,31,0,5,1,박정음,30,0.344827586,0.598827586,0.0,0.0
2019,62356,94,250,222,0.248,55,3,74,0.333,2,22,68,0,4,4,김규민,26,0.324,0.657,5.0,0.02252
2019,62404,122,526,475,0.267,127,15,211,0.444,6,38,88,2,7,5,구자욱,26,0.326996198,0.770996198,12.0,0.02526
2019,62409,30,34,32,0.281,9,0,10,0.313,0,2,10,1,0,0,박찬도,30,0.323529412,0.636529412,0.0,0.0
2019,62415,144,581,506,0.239,121,5,166,0.328,3,58,82,0,2,4,박해민,29,0.318101933,0.646101933,4.0,0.00791
2019,62556,121,413,375,0.256,96,1,108,0.288,1,24,62,1,8,9,신본기,30,0.31372549,0.60172549,0.0,0.0
2019,62558,43,104,88,0.159,14,0,17,0.193,0,12,23,0,2,1,김준태,24,0.274509804,0.467509804,2.0,0.02273
2019,62700,5,20,19,0.263,5,0,7,0.368,0,0,4,0,0,1,하주석,25,0.263157895,0.631157895,0.0,0.0
2019,62797,56,129,119,0.168,20,1,26,0.218,0,9,28,0,0,2,양성우,30,0.2265625,0.4445625,0.0,0.0
2019,62802,101,245,223,0.233,52,3,72,0.323,0,14,50,0,2,5,박승욱,26,0.284518828,0.607518828,2.0,0.00897
2019,62864,53,116,96,0.167,16,0,18,0.188,2,15,29,0,3,1,김민식,30,0.293103448,0.481103448,0.0,0.0
2019,62884,52,147,127,0.228,29,0,34,0.268,1,16,24,0,2,3,최항,25,0.321917808,0.589917808,1.0,0.00787
2019,62895,125,502,427,0.265,113,12,169,0.396,0,55,100,4,20,6,한동민,29,0.374501992,0.770501992,12.0,0.0281
2019,62907,125,526,468,0.344,161,1,203,0.434,6,41,40,1,9,10,박민우,26,0.402671756,0.836671756,2.0,0.00427
2019,62908,57,130,123,0.301,37,1,49,0.398,1,5,12,0,0,2,황윤호,25,0.325581395,0.723581395,0.0,0.0
2019,62925,41,104,97,0.247,24,2,36,0.371,0,3,20,0,4,6,강진성,25,0.298076923,0.669076923,6.0,0.06186
2019,62931,110,390,348,0.264,92,13,158,0.454,3,31,80,2,2,7,노진혁,29,0.325520833,0.779520833,14.0,0.04023
2019,62934,116,333,287,0.23,66,9,111,0.387,5,29,69,1,3,4,김성욱,26,0.302469136,0.689469136,7.0,0.02439
2019,62947,23,106,93,0.366,34,4,60,0.645,0,12,26,0,1,2,나성범,29,0.443396226,1.088396226,5.0,0.05376
2019,63088,19,34,30,0.267,8,0,10,0.333,0,2,8,0,0,1,김진곤,31,0.3125,0.6455,,
2019,63123,15,42,39,0.154,6,2,12,0.308,0,2,18,0,0,1,강승호,25,0.195121951,0.503121951,3.0,0.07692
2019,63202,35,46,41,0.171,7,0,9,0.22,1,3,13,0,1,0,장승현,25,0.239130435,0.459130435,0.0,0.0
2019,63257,26,70,60,0.233,14,2,24,0.4,1,8,12,0,0,2,김인태,25,0.31884058,0.71884058,3.0,0.05
2019,63260,60,168,151,0.219,33,6,55,0.364,2,12,40,0,2,3,이우성,24,0.281437126,0.645437126,2.0,0.01325
2019,63440,27,44,42,0.31,13,0,17,0.405,0,2,12,0,0,1,이흥련,30,0.340909091,0.745909091,0.0,0.0
2019,63450,27,45,38,0.079,3,0,3,0.079,1,6,17,0,0,1,정현,25,0.2,0.279,0.0,0.0
2019,63559,41,52,47,0.17,8,0,10,0.213,0,4,16,0,1,0,백동훈,28,0.25,0.463,0.0,0.0
2019,63593,42,65,60,0.117,7,0,11,0.183,1,4,14,0,0,1,조홍석,29,0.169230769,0.352230769,,
2019,63636,22,32,31,0.226,7,0,9,0.29,0,0,8,0,1,1,고장혁,29,0.25,0.54,,
2019,63704,117,445,388,0.25,97,2,121,0.312,0,46,68,0,2,1,노수광,28,0.332568807,0.644568807,0.0,0.0
2019,63722,105,288,251,0.223,56,3,76,0.303,2,27,82,1,1,8,한승택,25,0.298932384,0.601932384,5.0,0.01992
2019,63920,8,19,16,0.25,4,0,4,0.25,1,2,2,0,0,0,김준완,28,0.315789474,0.565789474,0.0,0.0
2019,63963,116,413,348,0.256,89,6,124,0.356,3,50,60,1,7,10,권희동,28,0.357843137,0.713843137,3.0,0.00862
2019,64004,127,521,466,0.281,131,0,143,0.307,5,32,61,0,13,8,김민혁,23,0.341085271,0.648085271,4.0,0.00858
2019,64006,138,433,391,0.279,109,3,133,0.34,1,23,68,0,6,7,심우준,24,0.327790974,0.667790974,2.0,0.00512
2019,64007,33,68,60,0.2,12,2,19,0.317,2,4,26,0,2,1,문상철,28,0.264705882,0.581705882,1.0,0.01667
2019,64011,36,47,44,0.136,6,0,7,0.159,0,1,13,0,1,1,안승한,27,0.173913043,0.332913043,,
2019,64012,105,64,53,0.302,16,0,18,0.34,1,6,13,0,3,0,송민섭,27,0.396825397,0.736825397,,
2019,64022,73,145,136,0.191,26,2,40,0.294,0,6,41,0,2,2,안중열,23,0.236111111,0.530111111,1.0,0.00735
2019,64086,35,54,41,0.195,8,1,11,0.268,2,10,14,0,1,0,신성현,28,0.351851852,0.619851852,2.0,0.04878
2019,64166,66,84,74,0.203,15,0,19,0.257,0,7,23,0,1,2,배정대,24,0.280487805,0.537487805,1.0,0.01351
2019,64260,32,27,26,0.192,5,0,6,0.231,0,0,7,0,0,0,김경호,23,0.192307692,0.423307692,,
2019,64266,13,28,28,0.179,5,0,8,0.286,0,0,6,0,0,0,이성곤,27,0.178571429,0.464571429,0.0,0.0
2019,64300,139,625,540,0.307,166,19,265,0.491,7,70,80,4,7,12,김하성,23,0.389423077,0.880423077,20.0,0.03704
2019,64346,117,419,379,0.243,92,0,119,0.314,0,23,110,0,11,6,임병욱,23,0.305084746,0.619084746,10.0,0.02639
2019,64407,28,33,32,0.219,7,0,8,0.25,0,1,7,0,0,1,김호재,24,0.242424242,0.492424242,,
2019,64410,19,45,42,0.238,10,0,11,0.262,1,2,12,0,0,2,백승민,29,0.266666667,0.528666667,,
2019,64468,58,204,168,0.256,43,4,65,0.387,3,22,45,0,5,7,박계범,23,0.353535354,0.740535354,2.0,0.0119
2019,64469,26,56,51,0.235,12,1,18,0.353,1,2,14,0,1,3,송준석,25,0.272727273,0.625727273,0.0,0.0
2019,64501,36,48,44,0.205,9,0,10,0.227,0,4,13,0,0,0,배성근,24,0.270833333,0.497833333,,
2019,64504,76,228,198,0.222,44,1,49,0.247,4,20,43,1,2,4,오윤석,27,0.294642857,0.541642857,4.0,0.0202
2019,64560,133,470,400,0.27,108,6,153,0.383,5,57,92,0,4,8,이창진,28,0.362660944,0.745660944,9.0,0.0225
2019,64646,133,541,504,0.26,131,2,160,0.317,2,26,83,0,4,8,박찬호,24,0.300373134,0.617373134,4.0,0.00794
2019,64657,38,47,41,0.171,7,0,10,0.244,2,4,15,0,0,1,박준태,27,0.234042553,0.478042553,0.0,0.0
2019,64717,58,109,104,0.25,26,2,38,0.365,0,5,21,0,0,3,지성준,25,0.28440367,0.64940367,0.0,0.0
2019,64793,29,41,39,0.205,8,0,9,0.231,1,1,16,0,0,0,김민수,28,0.219512195,0.450512195,0.0,0.0
2019,64868,87,211,188,0.293,55,0,67,0.356,0,21,28,0,0,0,조용호,29,0.363636364,0.719636364,,
2019,64906,58,94,88,0.273,24,0,26,0.295,0,6,17,0,0,2,강민국,27,0.319148936,0.614148936,,
2019,64984,123,399,374,0.275,103,5,142,0.38,3,16,67,0,1,3,김태진,23,0.304568528,0.684568528,1.0,0.00267
2019,65109,14,30,30,0.167,5,0,6,0.2,0,0,10,0,0,1,백승현,24,0.166666667,0.366666667,,
2019,65207,81,94,81,0.235,19,0,22,0.272,1,8,17,0,3,0,신민재,23,0.322580645,0.594580645,,
2019,65357,103,335,308,0.227,70,3,101,0.328,4,19,53,0,0,7,송성문,22,0.268882175,0.596882175,7.0,0.02273
2019,65399,37,77,68,0.235,16,0,17,0.25,1,7,19,0,1,1,허정협,29,0.311688312,0.561688312,1.0,0.01471
2019,65464,8,21,21,0.286,6,0,6,0.286,0,0,10,0,0,0,최정용,22,0.285714286,0.571714286,0.0,0.0
2019,65515,104,306,288,0.24,69,4,108,0.375,1,13,107,0,3,3,강로한,27,0.278688525,0.653688525,7.0,0.02431
2019,65586,29,55,51,0.098,5,0,6,0.118,0,3,22,0,0,0,전병우,26,0.148148148,0.266148148,2.0,0.03922
2019,65610,12,28,25,0.2,5,0,7,0.28,0,1,8,0,2,0,황대인,23,0.285714286,0.565714286,1.0,0.04
2019,66052,12,24,22,0.227,5,0,5,0.227,0,2,3,0,0,3,남태혁,28,0.291666667,0.518666667,0.0,0.0
2019,66108,23,26,24,0.25,6,0,8,0.333,0,1,12,0,1,1,홍창기,25,0.307692308,0.640692308,0.0,0.0
2019,66354,18,30,29,0.207,6,0,10,0.345,0,1,7,0,0,0,주효상,21,0.233333333,0.578333333,0.0,0.0
2019,66409,16,46,43,0.256,11,2,19,0.442,0,2,16,0,1,1,이성규,25,0.304347826,0.746347826,2.0,0.04651
2019,66462,65,88,77,0.182,14,1,20,0.26,0,7,11,0,0,0,김성훈,25,0.25,0.51,,
2019,66508,45,49,45,0.2,9,0,13,0.289,0,3,12,0,1,0,나경민,27,0.265306122,0.554306122,,
2019,66606,90,255,232,0.198,46,1,66,0.284,1,16,51,0,4,4,최원준,22,0.260869565,0.544869565,1.0,0.00431
2019,66615,57,163,150,0.253,38,0,48,0.32,0,9,29,0,4,3,류승현,22,0.312883436,0.632883436,1.0,0.00667
2019,66662,39,65,57,0.211,12,2,23,0.404,0,7,14,0,1,1,신범수,21,0.307692308,0.711692308,,
2019,66702,14,31,31,0.29,9,0,10,0.323,0,0,8,0,0,1,이동훈,22,0.290322581,0.613322581,,
2019,66706,113,349,315,0.254,80,1,109,0.346,1,26,74,0,5,4,장진혁,25,0.319884726,0.665884726,3.0,0.00952
2019,66715,18,46,42,0.214,9,0,10,0.238,2,2,9,0,0,0,김인환,25,0.239130435,0.477130435,,
2019,66838,60,211,195,0.215,42,6,66,0.338,2,12,47,0,2,2,김동엽,28,0.265402844,0.603402844,5.0,0.02564
2019,66864,65,108,102,0.235,24,0,27,0.265,1,4,28,0,0,3,안상현,22,0.261682243,0.526682243,0.0,0.0
2019,66917,76,154,141,0.277,39,1,50,0.355,1,6,21,0,4,1,김찬형,21,0.322368421,0.677368421,0.0,0.0
2019,67025,142,578,521,0.322,168,24,276,0.53,5,49,120,5,3,4,로하스,29,0.380622837,0.910622837,25.0,0.04798
2019,67304,122,387,348,0.276,96,0,126,0.362,4,29,85,1,2,4,김혜성,20,0.331592689,0.693592689,4.0,0.01149
2019,67341,140,630,574,0.336,193,6,262,0.456,4,45,40,0,4,15,이정후,20,0.385964912,0.841964912,8.0,0.01394
2019,67450,133,568,472,0.292,138,22,243,0.515,9,80,87,6,7,18,러프,32,0.396126761,0.911126761,22.0,0.04661
2019,67504,11,37,34,0.235,8,0,11,0.324,0,1,14,0,2,2,김민수,21,0.297297297,0.621297297,1.0,0.02941
2019,67539,104,209,185,0.124,23,3,36,0.195,2,9,88,0,6,5,나종덕,21,0.188118812,0.383118812,1.0,0.00541
2019,67872,137,589,504,0.276,139,29,256,0.508,6,73,117,3,6,11,로맥,33,0.370118846,0.878118846,31.0,0.06151
2019,68050,116,505,438,0.336,147,13,217,0.495,4,61,87,4,2,11,강백호,19,0.415841584,0.910841584,16.0,0.03653
2019,68069,30,18,16,0.125,2,0,2,0.125,0,2,7,0,0,1,고명성,20,0.222222222,0.347222222,,
2019,68345,139,613,525,0.305,160,28,285,0.543,5,77,101,1,6,17,샌즈,31,0.396411093,0.939411093,34.0,0.06476
2019,68407,28,60,53,0.245,13,3,23,0.434,0,6,18,0,1,0,공민규,19,0.333333333,0.767333333,4.0,0.07547
2019,68518,15,35,32,0.125,4,0,4,0.125,0,2,10,0,1,2,정보근,19,0.2,0.325,0.0,0.0
2019,68525,59,207,187,0.203,38,2,53,0.283,2,18,57,0,0,3,한동희,20,0.270531401,0.553531401,2.0,0.0107
2019,68614,30,29,28,0.143,4,0,4,0.143,0,0,12,0,0,1,오정환,20,0.142857143,0.285857143,,
2019,68646,7,20,20,0.3,6,0,8,0.4,0,0,2,0,0,2,한준수,20,0.3,0.7,,
2019,68730,124,525,476,0.284,135,18,219,0.46,5,38,90,5,5,6,호잉,30,0.339694656,0.799694656,12.0,0.02521
2019,68743,142,624,564,0.262,148,8,211,0.374,6,48,101,0,0,6,정은원,19,0.317152104,0.691152104,9.0,0.01596
2019,68868,15,36,33,0.212,7,0,9,0.273,0,3,3,0,0,2,최준우,20,0.277777778,0.550777778,,
2019,68912,55,119,107,0.224,24,2,35,0.327,0,8,24,0,0,1,김형준,19,0.27826087,0.60526087,1.0,0.00935
2019,69100,57,95,85,0.176,15,1,19,0.224,1,6,17,0,2,0,구본혁,22,0.244680851,0.468680851,0.0,0.0
2019,69150,55,217,197,0.274,54,9,84,0.426,2,14,46,0,4,3,조셉,27,0.331797235,0.757797235,12.0,0.06091
2019,69165,52,214,199,0.286,57,9,94,0.472,1,12,63,0,2,2,페게로,32,0.331775701,0.803775701,12.0,0.0603
2019,69209,144,645,572,0.344,197,15,276,0.483,6,61,54,4,6,16,페르난데스,31,0.409302326,0.892302326,17.0,0.02972
2019,69405,40,168,154,0.273,42,4,63,0.409,1,13,50,0,0,2,윌리엄슨,28,0.327380952,0.736380952,7.0,0.04545
2019,69418,14,23,21,0.19,4,0,4,0.19,0,2,7,0,0,0,박승규,18,0.260869565,0.450869565,0.0,0.0
2019,69442,61,106,93,0.204,19,2,31,0.333,1,8,36,0,0,0,김도환,19,0.264705882,0.597705882,1.0,0.01075
2019,69453,118,436,385,0.262,101,7,142,0.369,4,32,89,0,10,3,이학주,28,0.331786543,0.700786543,4.0,0.01039
2019,69508,17,20,20,0.1,2,1,5,0.25,0,0,4,0,0,0,신용수,23,0.1,0.35,,
2019,69517,30,89,83,0.253,21,0,31,0.373,1,4,16,0,0,1,고승민,18,0.284090909,0.657090909,,
2019,69530,49,194,163,0.252,41,2,60,0.368,1,26,24,1,1,0,아수아헤,27,0.356020942,0.724020942,3.0,0.0184
2019,69569,68,268,231,0.251,58,9,100,0.433,1,31,60,0,5,8,윌슨,28,0.350746269,0.783746269,14.0,0.06061
2019,69605,11,46,41,0.146,6,2,14,0.341,0,4,18,0,1,0,해즐베이커,31,0.239130435,0.580130435,1.0,0.02439
2019,69636,27,57,53,0.151,8,1,14,0.264,0,3,24,0,1,0,오선우,22,0.210526316,0.474526316,1.0,0.01887
2019,69652,95,399,357,0.311,111,9,171,0.479,1,38,44,0,3,12,터커,29,0.380952381,0.859952381,6.0,0.01681
2019,69727,29,61,53,0.226,12,1,16,0.302,0,7,17,0,1,3,변우혁,19,0.327868852,0.629868852,,
2019,69737,91,192,177,0.186,33,1,46,0.26,1,11,72,0,2,3,노시환,18,0.240837696,0.500837696,2.0,0.0113
2019,69766,38,61,55,0.164,9,1,13,0.236,1,5,17,0,0,0,유장혁,19,0.229508197,0.465508197,0.0,0.0
2019,69802,17,16,16,0.063,1,0,2,0.125,0,0,2,0,0,0,최경모,23,0.0625,0.1875,,
2019,69825,18,53,45,0.178,8,0,10,0.222,0,4,11,0,1,1,김창평,19,0.26,0.482,,
2019,69901,55,228,205,0.229,47,9,90,0.439,2,16,31,0,5,7,스몰린스키,30,0.298245614,0.737245614,5.0,0.02439
2019,69950,53,224,203,0.246,50,8,82,0.404,2,18,51,0,1,1,베탄코트,27,0.308035714,0.712035714,9.0,0.04433
2019,70410,100,363,337,0.3,101,3,126,0.374,3,17,44,3,5,6,김주찬,38,0.339779006,0.713779006,3.0,0.0089
2019,70756,19,31,26,0.231,6,1,10,0.385,2,3,3,0,0,1,이범호,37,0.290322581,0.675322581,1.0,0.03846
2019,71184,55,74,64,0.156,10,0,13,0.203,0,4,11,0,3,2,이성우,37,0.23943662,0.44243662,0.0,0.0
2019,71432,30,85,74,0.257,19,2,28,0.378,1,9,17,0,0,0,박한이,40,0.333333333,0.711333333,2.0,0.02703
2019,71564,135,549,485,0.285,138,16,211,0.435,7,47,65,4,10,19,이대호,37,0.355191257,0.790191257,20.0,0.04124
2019,71752,127,500,433,0.305,132,6,171,0.395,8,54,94,5,5,15,김태균,37,0.382,0.777,8.0,0.01848
2019,71837,127,460,422,0.27,114,8,156,0.37,3,31,103,3,4,2,김강민,36,0.323913043,0.693913043,10.0,0.0237
2019,71842,22,24,24,0.083,2,0,3,0.125,0,0,11,0,0,3,정상호,36,0.083333333,0.208333333,0.0,0.0
2019,72133,64,215,195,0.282,55,1,67,0.344,2,18,30,1,0,3,박용택,40,0.339534884,0.683534884,3.0,0.01538
2019,72443,136,555,456,0.3,137,17,221,0.485,7,85,77,6,7,13,최형우,35,0.412612613,0.897612613,26.0,0.05702
2019,72456,20,35,31,0.194,6,1,9,0.29,0,2,6,0,0,3,손주인,35,0.242424242,0.532424242,0.0,0.0
2019,72546,40,72,64,0.25,16,0,18,0.281,3,3,10,0,0,1,문규현,36,0.271428571,0.552428571,0.0,0.0
2019,73113,137,490,421,0.247,104,10,158,0.375,6,55,102,1,4,14,박경수,35,0.335390947,0.710390947,17.0,0.04038
2019,73136,129,476,414,0.256,106,21,192,0.464,4,48,114,1,9,7,이성열,34,0.343157895,0.807157895,21.0,0.05072
2019,73209,94,245,225,0.222,50,3,68,0.302,1,12,54,0,3,6,나주환,35,0.269709544,0.571709544,3.0,0.01333
2019,73213,68,149,135,0.267,36,2,48,0.356,0,5,23,0,5,2,손시헌,38,0.317241379,0.673241379,,
2019,73306,76,169,149,0.228,34,2,49,0.329,2,10,37,1,6,6,지석훈,35,0.299401198,0.628401198,1.0,0.00671
2019,74206,130,470,377,0.268,101,4,135,0.358,11,67,58,3,7,10,김재호,34,0.378787879,0.736787879,13.0,0.03448
2019,74215,63,178,169,0.231,39,2,49,0.29,2,7,24,0,0,4,윤석민,33,0.258426966,0.548426966,5.0,0.02959
2019,74339,139,562,501,0.317,159,14,222,0.443,5,52,61,1,4,20,유한준,38,0.382562278,0.825562278,15.0,0.02994
2019,74465,112,444,360,0.267,96,19,172,0.478,3,65,69,2,12,17,박석민,34,0.393181818,0.871181818,9.0,0.025
2019,74540,112,393,346,0.234,81,13,140,0.405,3,33,76,2,9,9,강민호,33,0.314578005,0.719578005,8.0,0.02312
2019,74729,45,129,117,0.231,27,6,51,0.436,1,9,28,0,2,3,최진행,33,0.294573643,0.730573643,5.0,0.04274
2019,74846,18,37,32,0.188,6,1,10,0.313,0,5,11,0,0,0,박정권,37,0.297297297,0.610297297,1.0,0.03125
2019,75125,122,532,432,0.28,121,33,242,0.56,9,78,117,5,13,7,박병호,33,0.398496241,0.958496241,31.0,0.07176
2019,75151,110,419,380,0.282,107,13,170,0.447,2,30,60,1,6,9,정의윤,32,0.342105263,0.789105263,15.0,0.03947
2019,75334,130,529,467,0.293,137,21,231,0.495,4,55,99,1,3,5,오재일,32,0.368620038,0.863620038,24.0,0.05139
2019,75566,111,455,395,0.246,97,19,174,0.441,7,43,73,0,8,10,이원석,32,0.326710817,0.767710817,10.0,0.02532
2019,75808,88,305,277,0.278,77,3,98,0.354,1,20,43,1,4,11,정근우,36,0.334437086,0.688437086,2.0,0.00722
2019,75847,141,606,503,0.292,147,29,261,0.519,8,69,92,6,26,4,최정,32,0.399339934,0.918339934,21.0,0.04175
2019,76100,8,22,19,0.158,3,0,5,0.263,0,2,7,0,1,1,이병규,35,0.272727273,0.535727273,2.0,0.10526
2019,76158,10,24,22,0.227,5,0,5,0.227,0,2,10,0,0,1,최승준,31,0.291666667,0.518666667,0.0,0.0
2019,76232,118,459,390,0.354,138,20,224,0.574,6,48,43,4,15,13,양의지,32,0.437908497,1.011908497,20.0,0.05128
2019,76249,101,420,369,0.304,112,9,167,0.453,3,42,55,0,5,9,민병헌,32,0.37947494,0.83247494,10.0,0.0271
2019,76267,87,325,285,0.277,79,4,104,0.365,11,28,35,0,1,10,최주환,31,0.332307692,0.697307692,6.0,0.02105
2019,76290,140,595,526,0.304,160,11,230,0.437,9,54,52,9,6,11,김현수,31,0.369747899,0.806747899,22.0,0.04183
2019,76313,124,507,448,0.283,127,20,209,0.467,5,52,71,2,2,10,황재균,31,0.357001972,0.824001972,17.0,0.03795
2019,76368,71,59,51,0.255,13,0,17,0.333,1,6,12,0,0,1,유재신,31,0.327586207,0.660586207,0.0,0.0
2019,76509,51,109,103,0.243,25,0,32,0.311,1,4,30,0,0,1,김문호,32,0.268518519,0.579518519,1.0,0.00971
2019,76720,25,45,40,0.225,9,2,16,0.4,0,3,15,0,0,0,정범모,32,0.279069767,0.679069767,2.0,0.05
2019,76753,122,486,454,0.264,120,7,162,0.357,5,21,91,0,3,18,송광민,36,0.298136646,0.655136646,12.0,0.02643
2019,76802,144,472,426,0.246,105,1,128,0.3,3,33,43,0,2,15,김성현,32,0.301724138,0.601724138,0.0,0.0
2019,76812,139,502,451,0.268,121,12,176,0.39,7,34,59,2,9,16,이재원,31,0.327345309,0.717345309,12.0,0.02661
2019,76849,139,547,484,0.293,142,2,171,0.353,4,48,66,2,4,12,이명기,31,0.359259259,0.712259259,0.0,0.0
2019,76869,83,49,42,0.286,12,0,16,0.381,0,4,11,0,0,0,김재현,31,0.347826087,0.728826087,0.0,0.0
2019,77243,56,93,79,0.127,10,1,16,0.203,2,5,18,0,3,3,허도환,34,0.202247191,0.405247191,1.0,0.01266
2019,77248,98,204,177,0.164,29,3,48,0.271,0,25,50,0,0,3,오재원,34,0.267326733,0.538326733,7.0,0.03955
2019,77463,59,182,167,0.251,42,5,68,0.407,2,11,45,1,2,5,채태인,36,0.302197802,0.709197802,5.0,0.02994
2019,77532,134,568,512,0.295,151,10,205,0.4,2,52,92,1,1,6,손아섭,31,0.35978836,0.75978836,11.0,0.02148
2019,77564,107,401,361,0.26,94,8,134,0.371,1,30,75,0,4,12,김민성,30,0.323232323,0.694232323,8.0,0.02216
2019,77654,32,49,36,0.194,7,0,8,0.222,0,9,11,0,1,1,이준수,31,0.369565217,0.591565217,,
2019,78122,18,28,22,0.182,4,0,4,0.182,0,4,8,0,2,1,김태군,29,0.357142857,0.539142857,0.0,0.0
2019,78135,120,482,419,0.286,120,13,185,0.442,10,42,78,1,10,9,이형종,30,0.357588358,0.799588358,16.0,0.03819
2019,78168,113,486,426,0.3,128,2,163,0.383,5,49,50,1,3,5,서건창,29,0.372670807,0.755670807,4.0,0.00939
2019,78217,114,210,179,0.218,39,0,50,0.279,1,24,38,1,2,1,김용의,33,0.315533981,0.594533981,2.0,0.01117
2019,78224,136,574,495,0.283,140,15,215,0.434,11,63,113,5,5,7,김재환,30,0.362369338,0.796369338,34.0,0.06869
2019,78288,135,451,373,0.29,108,3,135,0.362,4,56,61,0,14,9,최재훈,29,0.398210291,0.760210291,8.0,0.02145
2019,78361,75,106,96,0.24,23,0,30,0.313,0,9,18,0,0,4,전민수,30,0.304761905,0.617761905,2.0,0.02083
2019,78513,141,606,545,0.301,164,22,262,0.481,7,46,71,2,7,19,전준우,33,0.358677686,0.839677686,22.0,0.04037
2019,78548,127,413,366,0.262,96,7,124,0.339,6,35,86,2,2,11,장성우,29,0.325183374,0.664183374,6.0,0.01639
2019,78603,121,447,394,0.292,115,3,146,0.371,4,43,26,0,1,7,김선빈,29,0.359728507,0.730728507,3.0,0.00761
2019,78629,56,153,129,0.186,24,6,47,0.364,2,19,37,1,3,3,나지완,34,0.300653595,0.664653595,4.0,0.03101
2019,78643,28,51,47,0.234,11,2,19,0.404,0,3,14,0,1,0,백용환,30,0.294117647,0.698117647,3.0,0.06383
2019,78756,122,453,392,0.224,88,3,113,0.288,3,38,72,0,10,8,오선진,30,0.306997743,0.594997743,5.0,0.01276
2019,78813,101,386,341,0.305,104,10,159,0.466,11,31,62,1,3,8,모창민,34,0.357512953,0.823512953,10.0,0.02933
2019,79109,134,547,473,0.252,119,9,179,0.378,3,57,113,1,7,7,오지환,29,0.338888889,0.716888889,20.0,0.04228
2019,79113,29,61,49,0.163,8,3,17,0.347,2,9,18,0,1,0,문선재,29,0.295081967,0.642081967,2.0,0.04082
2019,79150,129,425,376,0.231,87,2,116,0.309,1,31,91,0,1,10,정주현,28,0.290953545,0.599953545,2.0,0.00532
2019,79192,128,514,470,0.315,148,12,204,0.434,8,24,67,1,12,9,채은성,29,0.357976654,0.791976654,23.0,0.04894
2019,79198,106,62,59,0.102,6,1,11,0.186,0,1,13,0,0,0,윤진호,33,0.116666667,0.302666667,1.0,0.01695
2019,79215,127,537,458,0.319,146,10,213,0.465,11,60,57,0,7,23,박건우,28,0.39738806,0.86238806,19.0,0.04148
2019,79231,123,513,441,0.265,117,0,146,0.331,5,57,60,0,6,6,정수빈,28,0.353634578,0.684634578,4.0,0.00907
2019,79234,11,23,20,0.15,3,0,4,0.2,2,0,4,0,0,1,김진형,29,0.136363636,0.336363636,,
2019,79240,133,540,475,0.288,137,4,176,0.371,11,34,36,2,17,16,허경민,28,0.35009311,0.72109311,5.0,0.01053
